SMILES,NLL
CN(C)c1ccc(C2=S->[IrH+2]3456(<-[S-]2)<-c2(C)c->3(C)c->4(C)[c-]->5(C)c->62C)cc1,24.18
COC1=C([O-]->[Ir+3]23(<-[O-2])(<-O=C(Nc4ncccn4)c4ccccn->24)<-n2ccccc2-c2ccccn->32)OC2C(O1)OC(CO)C(O)C2O,53.13
CC(C)(C)[N-2]->[Ni+6]1(<-[O-]C(=N->1c1ccccc1)C(C)(C)C)(<-[O-]C(C)(C)C)<-[O-][Si](C)(C)C,36.38
CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-N1=Cc2ccc3cccn->7c3c21,16.61
[O+]#[C-]->[Mn+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[CH]C(=CP->1(c1ccccc1)c1ccccc1)c1ccccc1,27.22
CCCN1C=CN(C)[C]1->[Pd+2](<-[C-]#N)(<-[C-]#N)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,19.88
CC1c2ccccn2->[Ni+2](<-[CH3-])(<-[CH3-])(<-[Br-])<-N=1C(C)c1ccccc1,26.28
C=C[CH2-]->[Zn+2]1(<-[O-]C(CC(=O)c2ccccc2)P->1(c1ccccc1)c1ccccc1)<-P(C)(C)c1ccccc1,32.64
O=C1c2ccc[nH]c2=S->[Cu+]2(<-n3ccccc31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccc3ccccc3c1P->2(c1ccccc1)c1ccccc1,34.13
COP1(CCP(c2ccccc2)(c2ccccc2)->[W+2]<-123(<-[C-]#N)(<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(CP->3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,26.71
O=C1CN->[Co+3]23(<-NCCCN->2)(<-[O-]1)<-[O-]C(=O)C(=O)[O-]->3,17.57
[O+]#[C-]->[Rh+](<-P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,14.97
CN(C)CCc12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->41)c->5c->62,17.56
[O-2]->[Co+5]123(<-NCCCN->1)(<-NCCN->2)<-NCCN->3,20.81
Cc1ccn(->[WH+3]2345(<-[CH2-]C(C)(C)C)<-C(c6ccccc6)=C->2C->3=C->4[N-]->5C(C)C)cc1,41.52
O=C(Nc1ccccc1N1=Cc2cc(N=Nc3ccccc3)c3ccccc3c2[O-]->[Ni+2]<-12<-[O-]c1ccccc1C=N->2CCCn1c2ccccc2c2ccccc21)C1CCCCC1,45.21
CC(C)(C)N1C=C([Si](C)(C)C)B[C]1->[Rh+]123(<-[CH3-])<-C4=C->1CCC->2=C->3CC4,27.6
CC1=CC(C)=N2CCC[N-](C(C)C)->[Ni+6]<-23(<-N=C(N=C(C)[N-]->3c2ccccc2)C(C)C)<-[O-]1,36.21
COP(OC)(OC)->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(OC)(OC)OC,21.69
CC1c2cccc3CP(C(C)C)(C(C)C)->N14CCC[Rh+]<-4(<-[C-]#[O+])<-n32,31.1
CCCN(CCC)C1=S->[Ru+2]23(<-S=C([S-]->2)N(CC)CC)(<-[S-]1)<-S1CCCCCS->3CC1,33.2
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Se]->[Hg+2](<-[Br-])<-[Br-],15.93
Cc12->[Ir+3]3456(<-[S-]CCN->3(C)C)<-c1(C)c->4(C)[c-]->5(C)c->62C,20.15
Cc1cc(C)c(-c2cccc3P(c4ccccc4)(c4ccccc4)->[Ir+3]4567(<-[Cl-])(<-[CH2-]c23)<-c2(C)c->4(C)c->5(C)[c-]->6(C)c->72C)c(C)c1,30.05
CS(C)=O->[Pt+2]1(<-[Se-]c2ccccc2[N-]->1c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,29.43
Brc1ccc(P(c2ccccc2)(c2ccccc2)->[Pd+2](<-[Br-])(<-[Br-])<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,20.49
CC1C(C)=N(c2c(-c3ccccc3)cccc2-c2ccc(C)cc2)->[Ni+2](<-[Br-])(<-[Br-])<-N=1c1c(C)cc(C)cc1C,26.2
CC(C)C(=O)[O-]->[Mo+6](<-[Cl-])(<-[Cl-])<-[Cl-],23.88
CC1c2ccccn2->[Zn+2](<-[Br-])(<-[Br-])<-N=1c1c(C)cccc1C,18.57
CC[CH2-]->[W+4]1(<-[O-2])(<-[Se-][PH](CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(CC)(CC)c1ccccc1,39.67
CC1=C(CO)C2(C)CN3C(c4ccccc4)C4(P5(->[Pt+2]<-3(<-[Cl-])<-P(C)(C)C2C1)C(C)CCC5C)CC4,52.36
CC(C)P12CCP(C(C)C)(C(C)C)->[Ir+]<-1(<-n1ccc(C(C)(C)C)cc1)<-P(CC2)(C(C)C)C(C)C,26.57
CO->[Ni+2]12(<-[O-]C(=O)c3ccccn->13)(<-[O-]C(=O)c1ccccn->21)<-n1ccccc1,20.51
O=C(O)c1ccc2CN(c3ccc(O)c(C(=O)[O-])c3)c3ccccn3->[Zn+2]3(<-O)(<-[O-]C(=O)c4ccccn->34)<-n2c1,35.07
N#Cc1ccc(NC(=O)c2cccn(->[Hg+2](<-[Cl-])<-[Cl-])c2)cc1,18.65
CC(=O)CS(->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,25.56
CN(C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(c1ccccc1)c1ccccc1,19.97
CP1CCCN->[Ru+2]<-12(<-[Cl-])(<-P(C)(C)c1ccccc1)<-P(CC1C3CCC(C)(C1CP->2(c1ccccc1)c1ccccc1)C3(C)C)(c1ccccc1)c1ccccc1,43.62
CCCc1nc2c(nc1SCN1C=CN(c3cc(OC)c(OC)c(OC)c3)[C]1->[RuH+]1(<-[C-]#[O+])(NC(=O->1)c1ccc(OC)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)[CH-]CN2,51.21
Cc1cc(C)n2ncn(->[Ru+2](<-[I-])(<-[C-]#[O+])(<-P(c3ccccc3)(c3ccccc3)c3ccccc3)<-P(c3ccccc3)(c3ccccc3)c3ccccc3)c2n1,27.72
CN1C=NN(C)[C]1->[Au+]<-[Cl-],16.12
CN1CP(c2ccccc2)(c2ccccc2)->[Cu+]2(<-P(CCC1P->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,31.65
Cc1cc(C)n2->[Mo+2]34567(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])CC(C)(C8C->3=C->4C(n12)C->5=C->68)C->7(C)C(C)(C)C,46.39
Cc12->[Ir+3]345(<-[C-]#N)(<-B(F)(F)C(F)(F)F)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-[C-](F)(F)C(F)(F)F,27.35
C=CP(c1ccccc1)(c1ccccc1)->[FeH+]1234(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45,24.39
c1ccc(N2[SiH](CP(c3ccccc3)c3ccccc3)CP(c3ccccc3)(c3ccccc3)->[Cu+]3(<-P(CCP->3(c3ccccc3)c3ccccc3)(c3ccccc3)c3ccccc3)<-P2(c2ccccc2)c2ccccc2)cc1,35.88
[Cl-]->[Pt+2]1(<-n2ccccc2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,16.49
C=C(C)CC1#C(c2ccccc2)->[Mn+]<-123(<-[C-]#[O+])<-P(C)(C[PH]->2(C1=C(P->3(c2ccccc2)c2ccccc2)c2ccccc21)(c1ccccc1)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,51.77
COc1ccc(-c2ccn3->[Ag+](<-[c-]4cc(OC)ccc4-c3c2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,25.99
C=CC1[O-]->[Ru+2]2(<-[C-]#N)(<-[C-]#[N+]C(C)(C)C)(<-O=C(C)C=2C=1c1c(C)cc(C)cc1C)<-[n-]1c(C(C)(C)C)nc(C)c1C(C)C,50.87
CC(C)[O-]->[Ti+4]1(<-[O-]C(=O)C[S-]->1)(<-[O-]C(C)C)<-[O-]C(c1cc(-c2ccccc2)ccc1-c1ccccc1)(C(F)(F)F)C(F)(F)F,35.97
COP1(->[Pt+2](<-[Cl-])(<-[Cl-])<-[C]2N(C)C=CN2C)NC=CN1C,23.5
CC1=CC=CC2=C3C=CC=CC3=O->[N-]2->[Pd+2]12<-[O-]C(=C[S-]->2)C(C)(C)C,31.17
CC1(C)OC(=C(->[Au+]<-[Cl-])c2ccccc2)OC1(C)C,22.66
O=C(NC1NCC=S->[Au+]<-S=1)c1ccccc1,16.86
CC(C)P1(CCN(C)(C)->[Pt+4]<-12(<-[CH3-])(<-[Cl-])(<-[Cl-])<-C=C->2)C(C)C,26.08
FC(F)(F)C1C=C([O-]->[Ni+2]2(<-[NH-]C(=O->2)c2ccc(Cl)cc2)(<-O=1)(<-n1ccccc1)<-n1ccccc1)c1ccccc1,34.95
FC(F)(F)C1=CC(=O->[Ni+2]2(<-[O-]1)<-P(CCP->2(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1)C(F)(F)F,18.22
CCCN(CCC)C1=S=C([S-]->[Zn+2]2(<-S=C([S-]->2)N(CC)CC)<-[S-]1)c1ccccc1,27.97
CC(C)(C)[O-]->[W+6](<-[O-]C(C)(C)C)(<-[O-]C(C)(C)C)(<-[O-]C(C)(C)C)<-[O-]C(C)(C)C,13.58
O=C1CN23CCCN4(CC5CC[O-]->[Fe+6]<-2<-4(<-[O-]CC3)(<-[O-]1)<-O5)CC(F)(F)F,39.58
Cc1ccc2ccc3ccc(C)n4->[Rh+](<-[C-]#N)(<-[C-]#[O+])<-n1c2c34,20.54
CSc1cc2-c3ccccn3->[Zr+4]34(<-[Cl-])(<-[O-]C(c5ccccc5)=N->3c3c(C)cccc3C)(<-[O-]c3ccccc3-c3ccccc3)<-n3c(C)ccc1c3n->42,40.81
CP(C)(C)->[IrH+2]1(<-[I-])(<-[c-]2ccccc2CN->12CCCC2)<-P(C)(C)C,25.1
CC1=C(C)N(C(C)C)[C](->[Rh+](<-[C-]#[O+])(<-[C]2N(C3CCCCC3)C=CN2C2CCCCC2)<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C,16.41
[C]=[C-](C#N)->[Pd+2](<-[Cl-])(<-[I-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,32.7
Cc1[nH]ccn1->[Pd+2](<-[I-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.77
O=C(O)CCP1(CC(=O)[O-]->[Pt+2]<-12<-NC(CCC(=O)[O-]->2)c1ccccc1)c1ccccc1,38.68
[Br-]->[Pt+2](<-[Br-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,14.36
CC(C)(C)CCN1[Se-]->[Cu+]<-12<-N1(C(C)(C)C)CN(Cc3ccccc3)CP->2(C(C)(C)C)C1,36.02
CC(=O)[O-]->[Ag+](<-[O-]C(=O)C(F)(F)F)(<-P(CC(C)C)(C1CCCCC1)C1CCCCC1)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,27.44
Cc12->[Hf+4]3456789(<-[Cl-])(<-[Cl-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,21.16
CCCCCCn1ccc(N)n(->[Ni+2](<-[Br-])(<-[Br-])<-n2cccc(NCc3ccccc3OCC(=O)NCC)c2N)c1=O,34.09
[Cl-]->[Pd+2](<-[Cl-])(<-NC1=C(N2CCCC2)C2=CC1=CC=CC=C2)<-Nc1cccc2ccccc12,31.87
COc1ccc(N2=Cc3c(OC)cc(OC)cc3[O-]->[Zn+2]<-23<-[O-]c2ccc(N([O-])[O-])cc2CC2CCCCN->32)cc1,31.08
[Cl-]->[Pd+2](<-[Cl-])(<-n1cccn1-c1ccccn1)<-P(c1ccccc1)(c1ccccc1)c1ccccn1,27.59
Cc1ccn2->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3-n12,17.73
CN12CCCN3CCN4->[Fe+2]<-15(CC2)<-N(CC4)CCN->5C3,23.63
CO->[Fe+2](<-O=CN(C)C)(<-O=CN(C)C)(<-[O-]S(=O)(=O)C(F)(F)F)(<-[Se]c1ccccc1)<-[c-]1ccccc1,38.18
[Cl-]->[Fe+2]123(<-[C]4CCCC(N->1Cc1ccccn->21)SCCSCCS4)<-n1ccccc1-c1ccccn->31,44.87
c1ccc2[O-]->[Re+3]34(<-[S-]c5ccsc->35->[Pt]<-4)<-o3ccc[c-]3->Cc2c1,58.3
CP(C)(C)->[Fe+2]1(<-[Cl-])(<-[c-]2ccccc2-c2ccccn->12)(<-P(C)(C)C)<-P(C)(C)C,20.96
Cc1cccc2-c3cccc(C)n3->[Cd+2](<-O)(<-[Br-])(<-[Br-])<-n12,22.66
C[O-]->[Co+3]123(<-[O-]C(=O)CN->1(Cc1ccccc1)Cc1ccccn->21)<-[c-]1ccccc1C(CO)N->3=O,43.08
Cc1ccccc1NC(=O)c1cccn(->[Zn+2](<-[Cl-])(<-O=CN(C)C)<-n2cccc(C(=O)Nc3ccsc3)c2)n1,38.2
CCOC1N=C(CC)[NH-]->[Cd+2]2(<-N=1)(<-[O-]C(C)=CC([O-]->2)C(F)(F)F)<-OCC,31.73
C1c2ccccc2[O-]->[Pd+2]2(<-[S-]C(=NN->2=1)SCc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,19.13
CN1(C)Cc2cccc3CS4Cc5ccccc5[O-]->[Re+7]<-4<-15(<-[O-2])(<-[Cl-])(<-[O-]c1cccc4cccc->5c14)<-n32,34.89
C[N-]1c2c(F)c(F)c(F)c(F)c2[CH]->[W+6]<-12(<-[O-2])(<-[N-2]c1c(F)c(F)c(Cl)c(F)c1F)<-[S-]c1cccc(Cl)n->21,36.55
CCCC[Si](CCCC)(CCCC)[N-]1CC[N-]2c3ccccc3[N-](<-[Br-])->[V+5]<-2<-13(<-[O-2])CCCCCCCCC3,32.9
COC(=O)c1cccc[c-]1->[Hg+2]<-[Cl-],16.45
CC1=C(C)C([O-]->[Ir+3]23(<-[Cl-])(<-[NH-]c4c(-c5ccccn->25)cc(C(C)(C)C)cc4C(C)(C)C)<-N(=C(c2c(C)cc(C)cc2C)c2c(-c4[nH]ccn->34)n(Cc3ccccc3)c3ccccc23)c2ccccc2-c2ccccc2)=CC(C)C1,51.81
CO->[Mo+6]1(<-[O-2])(<-[O-2])(<-[O-2])<-[O-][O-]->1,15.31
Cc1cccc2-c3cccc[c-]3->[Ir+3]3456(<-[Cl-])(<-n12)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,18.36
CC[N+]#[C-]->[Ru+2]1(<-[C-]#[N+]c2ccc(C)cc2)(<-[c-]2ccccc2C(c2ccccc2)=N->1NC1CCCCC1)(<-P(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,40.7
CC(C)P1(P2=P(=[C-](C(C)(C)C)->[Ru+2]<-2<-13(<-[C-]#[O+])<-[O-][PH](NP->3(C(C)(C)C)C(C)(C)C)(Oc1ccccc1)Oc1ccccc1)C(C)(C)C)C(C)(C)C,42.39
CC1CN->[Pt+2](<-[Cl-])(<-[Cl-])<-N1,16.1
Cc1scc2-c3cccc4-c5ccc(N([O-])[O-])cn5->[Ru+2](<-n43)(<-n21)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-S(C)(C)=O)<-S(C)(C)=O,37.15
CCCCOCCS1CC[N-](S(=O)(=O)c2ccccc2)->[Co+3]<-12345<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,32.37
C[n+]1ccccc1P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1,16.49
COC(=O)C1=[PH](c2ccccc2)(->[Pd]2(<-[C-]#[O+])(<-[C-]#[O+])<-C3=C->C->23c2ccccc2)C=C1c1ccccc1,40.8
CC1=C2[Si]3(C)=C(=CC=C4CCCc5ccccc54)->C([Si](C)(C)C)->[Fe]<-1<-2<-3(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],37.04
CC1(C)[B-]N2=Cc3cc(Cl)cc(Cl)c3[O-]->[Ni+2]<-23(<-N1=Nc1ccccn->31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,44.34
CC(C)c12->[Ru+2]34567(<-[Cl-])(<-O=C8CN(Cc9ccccc9)CN8C=NN->3c3cccc8ccccc38)<-c(c->41)c->5(C)c->6c->72,28.9
CCP1(CC)CCP(CC)(CC)->[Re+]<-12(<-[Cl-])(<-[C-]#[O+])<-NC1CCCS->2C1,34.43
CCO[C](c1ccc(OC(=O)c2ccccc2)cc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],21.89
NC(=O)c1cccn(->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccc(-c3ccccc3C(=O)O)cc2)c1,28.33
N#[N+][PH]1(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])=C(c2ccccc2)C1c1ccccc1,22.85
CN(C)c1ccc(C(=O)[N-]2c3ccccc3N(c3ccc(N(C)C)cc3)c3ccccn3->[Ir+3]<-23456(<-[Cl-])<-c2(C)c->3(C)c->4(C)[c-]->5(C)c->62C)cc1,28.17
CC#N->[Cd+2]12(<-[Cl-])(<-[O-]S(=O)(=O)c3ccc(C)cc3)<-n3cccn3C(c3ccccc3)(n3cccn->13)n1cccn->21,33.63
CC(C)NN=C=[N-]->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-n1ccc[nH]1,30.28
Cc1cccc2C3=N(->[Pd+2](<-[Cl-])(<-[Cl-])<-n12)C(C)(C)CO3,18.03
O=C([O-]->[Pt+2]1(<-[O-]C(=O)C(F)(F)F)<-[c-]2ccccc2-c2ccccn->12)C(F)(F)F,20.73
CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Y+3]2(<-[CH2-][Si](C)(C)C)(<-N(=CC=N->2C(C)(C)C)C(C)(C)C)(<-[N-]1c1c(C(C)C)cccc1C(C)C)<-O1CCCC1,30.3
[Cl-]->[Zn+2]12(<-[Cl-])CCCCN->1=CC1=N(C(c3ccccc3)C(Nc3ccccc3)c3ccccc3)->[P+](ON->21)(c1ccccc1)c1ccccc1,45.03
Cc1cc(C)c(N2C=CN(c3ccccn3)[C]2->[Rh+](<-[Cl-])(<-[C]2N(c3ncccn3)C=CN2c2c(C)cc(C)cc2C)<-[c-]2ccccc2)c(C)c1,35.51
Cc1cc(C)n([BH-]2n3c(C)cc(C)n3->[ReH+2]34567(<-[C-]#[O+])(<-c8c->3(C)c->4c->5(C)c->6c->78C)<-n3c(C)cc(C)n32)n1,29.75
O=[N+]([O-])[O-]->[Cd+2](<-[OH-])(<-n1ccccn1)<-n1ccccc1-c1ccccc1,28.98
CN(C)c1ccc(C=Cc2ccn(->[Hg+2](<-[Br-])(<-[Br-])<-[Br-])cc2)cc1,20.71
CCP(->[Au+]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(c1ccccc1)c1c2ccccc2cc2ccccc12,29.5
CC1CC(C)P([c-]23->[Fe+2]456(<-[Cl-])(<-[C-]#[O+])(<-c(c->4c->52)c->63)<-P(C(C)C)(C(C)C)C(C)C)C1,28.98
Cc1cc(Br)c(N2=C3<-[O-]C(c4ccccc4C=N4C5CCC[Co+5]<-4<-2(<-[O-]C5=O)(<-[O-]c2ccc(Cl)cc2)<-n2ccccc2)c2ccccc23)c(Br)c1,51.44
CC[As]1(CC[Cd+2](=O)->[Ni+2]<-12<-O=C(C)C=C(C)[O-]->2)Cc1ccccc1,40.47
CCP(CC)(CC)->[Co+](<-[C-]#[O+])(<-[c-]1ccccc1N([O-])C(C)(C)C)(<-P(F)(F)F)<-P(CC)(CC)CC,37.08
Cc12->[Hf+4]3456789(<-[F-])(<-[Cl-])(<-c1c->3(C)[c-]->4(C)c->52C)<-c1c->6(C)c->7(C)[c-]->8(C)c->91C,24.35
CCCOC1=N2->[Pd+2]3(<-N4=C(C5=N->3CCS5)SCCC4)<-[N-]3C(CC(=O)OC2=CC2=N->3C(=C1)N2C)c1ccccc1,41.57
Fc1c(F)c(F)[c-](->[Pt+2]2<-[Se-]c3ccccc3P->2(c2ccccc2)c2ccccc2)c(F)c1F,20.24
CC(=NN=Cc1cccc(C)[c-]1->[Hg+4]<-[Cl-])C(C)(C)C,28.11
N#[N+][N-2]->[V+5]1(<-[O-2])(<-[Cl-])(<-[O-]S(=O)(=O)c2ccccc2O->1)<-n1ccccc1,31.1
CN(C)c1ccccc1N1CCC2([CH2-]->[Zn]3(<-[OH-])<-N(=Cc4ccccn->24)c2cccc4cccn->3c24)CC1,46.93
CC1=C(C)C2C3[PH](C)(C)(C4=CC=C=C=C4)->[Rh+]4(<-[Cl-])(<-C(C13)C->42)<-P(C(C)C)(C(C)C)C(C)C,38.05
Cc1cccc(CN2c3ccccc3N(CC3CN(C)CCO3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)c1C,29.21
CCCC1=C(CC)c2cc3=N4CCN(C)(CC)->[Ni+2]<-4(<-[O-]C(=O)C4CCC(=O)O4)<-n2c1cc3,40.82
CC1=C(C)[N-](O)->[Co+3]2(<-[Cl-])(<-N1=O)(<-N(=O)C(=C(C)[N-]->2O)[Si](C)(C)C)<-n1ccccc1,27.48
COc1ccc2c(c1)C1[Mo+4]34(<-[O-]C(C)CCN->3(C)C)(<-C(c3c(C)cc(C)cc3C)=C->4C2c2ccccc21)<-[Si-](C)(C)c1c(C)c(C)c(OC)c(C)c1C,56.31
Cc1cc(=O)nc2c(n1)n(->[Zn+2](<-O)(<-[O-][N+](=O)[O-])(<-n1ccn(C)c1)<-n1ccn(C)c1C(=O)N(C)C)cn2C,35.32
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Pt+2](<-[Cl-])(<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c(C)c1,16.09
N#CC(=C=C(c1c(F)c(F)c(F)c(F)c1F)C(F)(F)F)C(=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)[S-]->[Au+]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,36.04
COC(C)=N->[Ni+2](<-[Cl-])(<-[Cl-])<-P(C)(C)C,23.93
COc1cc2P(C(C)C)(C(C)C)->[Rh+3]34(<-[Cl-])(<-[Cl-])<-P(CCP->3(C(C)C)C(C)C)(Cc(c1OC)c2P->4(C(C)C)C(C)C)C(C)C,30.83
[O-]N(c1ccc2CN3(CCN4Cc5c[nH]cn5->[Ni+2]<-4<-3(<-[Cl-])<-n2c1)Cc1ccccn1)c1ccccn1,37.7
CN1C=CC=CC1=C=[N-]->[Pd+4]1(<-n2ccccc2)<-[N-](CCN->1(C)C)c1ccccc1,28.86
C[BH2-]S1CCC(N->[Cu+]<-1(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccncc1,32.49
CC(c1ccccc1)N1=Cc2ccccn2->[Ni+2]<-1(<-[Cl-])(<-[Br-])<-[I-],23.58
Cc1cn(->[Au+3](<-[Cl-])(<-[Cl-])<-[Cl-])c(C)n1C,17.74
CP(C)(C)->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P1(Cl)c2cc(Br)ccc2N(c2ccccc2)N1c1ccccc1,26.94
F[C-](F)(F)->[Pt+2](<-n1ccccc1)(<-n1ccc(N=Nc2ccccn2)cc1)<-[C-](F)(F)F,28.95
CCOC(=O)C1=[SH](C(C)C)->[Ru+2]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,25.59
[OH-]->[Cr+4](<-[Cl-])(<-[Cl-])(<-NC1CCCCC1)(<-[O-]C(C(F)(F)F)C(F)(F)F)<-[O-]C(C(F)(F)F)C(F)(F)F,36.49
COc1ccc(CNC(=O)CCN2=Cc3cc(N([O-])[O-])ccc3[O-]->[Ni+2]<-23<-[O-]c2c(Br)cc(Cl)cc2C=N->3O)cc1,36.39
N#CN=C=[N-]->[Co+3](<-[Cl-])(<-[N-]=C=NC#N)(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccoc1,32.58
CCO->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)C(Cl)(Cl)Cl)(<-n2ccncc2)<-n2nc(-c3ccccc3)c3c(c2-c2cc[nH]n->12)CCCC3,52.13
CC(C)P1(C(C)C)C(c2ccccc2)C(c2ccccc2)N(c2ccccc2)->[Pd+2]<-1(<-[Cl-])<-[Cl-],25.05
CC(C)(C)c1cc(C(C)(C)C)c(P2C=CN=N->[Ni]<-2(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,35.01
[O+]#[C-]->[Re+]1(<-[C-3][C-]2[CH+][CH+][CH+][CH-][CH+]2)(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12,21.84
Cc12->[Ir+3]345(<-[Cl-])(<-[Cl-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-P(C)(C)C,17.83
CP(C)(C)->[Co+3](<-[N-2]c1c(F)c(F)c(F)c(F)c1F)(<-[S-]c1c(F)c(F)c(F)c(F)c1F)<-P(C)(C)C,23.06
COc1ccc(P(c2ccc(OC)cc2)(c2ccc(OC)cc2)->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->2c->3[cH-]->4c->56)cc1,18.18
c1ccc(P(c2ccccc2)(c2ccco2)->[Ru+2]23456(<-S=[PH]->2(c2ccccc2)c2ccccc2)<-c2c->3c->4[cH-]->5c->62)cc1,26.12
CN(C)c1ccccc1P(c1ccccc1)(C(C)(C)C)->[Ir+3]1234(<-[Cl-])(<-[C-](N(C)C)=[N+](C)C)<-c5c->1[cH-]->2c->3(C)c->45,43.13
C[Si](C)(C)[CH2-]->[Mo+4]12(<-[S-]CC[S-]->1)<-[S-]c1ccccc1O->2C1CC1,31.24
CCCCCCn1c2-c3cccc(-c4c(O)ccc5ccccc45)n3->[Pt+2]3(<-[O-]C(C)=C(CCC)C([O-]->3)=C(C)CCC)<-n2c2ccccc21,49.77
CP12->[Rh+]345(<-[O-]C(CCCCN1CCC2)=C1C=CC=C1F)<-C1=C->3CCC->4=C->5CC1,36.32
CN(C)P1(->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(c2ccccc2)=C1c1ccccc1,19.93
CC#N->[Pt+2](<-N#N)(<-S=c1[nH]nc(-c2ncc[nH]c2=O)o1)(<-[Se-]c1ccccc1)<-[n-]1cccc1,46.95
Cc1cc(C)c([N-2]->[Zn+2]2(<-[CH2-]C(=O)c3ccccc3)<-N(C)(C)Cc3ccccc3N->2(C)C)c(C)c1,36.14
